time_min,X_db,T_C,v_ms,RH_pct,thickness_mm,run_id
5.142857143,6.406451613,50,1.1,36.5,8,T50_v1p1_t_8mm
7.346938776,6.338709677,50,1.1,36.5,8,T50_v1p1_t_8mm
9.551020408,6.280645161,50,1.1,36.5,8,T50_v1p1_t_8mm
12.48979592,6.212903226,50,1.1,36.5,8,T50_v1p1_t_8mm
13.95918367,6.164516129,50,1.1,36.5,8,T50_v1p1_t_8mm
18.36734694,6.058064516,50,1.1,36.5,8,T50_v1p1_t_8mm
22.04081633,5.932258065,50,1.1,36.5,8,T50_v1p1_t_8mm
25.71428571,5.835483871,50,1.1,36.5,8,T50_v1p1_t_8mm
30.12244898,5.738709677,50,1.1,36.5,8,T50_v1p1_t_8mm
33.79591837,5.632258065,50,1.1,36.5,8,T50_v1p1_t_8mm
38.93877551,5.525806452,50,1.1,36.5,8,T50_v1p1_t_8mm
41.87755102,5.458064516,50,1.1,36.5,8,T50_v1p1_t_8mm
44.08163265,5.390322581,50,1.1,36.5,8,T50_v1p1_t_8mm
47.75510204,5.303225806,50,1.1,36.5,8,T50_v1p1_t_8mm
50.69387755,5.235483871,50,1.1,36.5,8,T50_v1p1_t_8mm
52.16326531,5.177419355,50,1.1,36.5,8,T50_v1p1_t_8mm
54.36734694,5.129032258,50,1.1,36.5,8,T50_v1p1_t_8mm
58.04081633,5.032258065,50,1.1,36.5,8,T50_v1p1_t_8mm
66.12244898,4.887096774,50,1.1,36.5,8,T50_v1p1_t_8mm
69.79591837,4.790322581,50,1.1,36.5,8,T50_v1p1_t_8mm
72,4.732258065,50,1.1,36.5,8,T50_v1p1_t_8mm
77.14285714,4.616129032,50,1.1,36.5,8,T50_v1p1_t_8mm
80.08163265,4.558064516,50,1.1,36.5,8,T50_v1p1_t_8mm
82.28571429,4.490322581,50,1.1,36.5,8,T50_v1p1_t_8mm
85.95918367,4.451612903,50,1.1,36.5,8,T50_v1p1_t_8mm
89.63265306,4.364516129,50,1.1,36.5,8,T50_v1p1_t_8mm
92.57142857,4.287096774,50,1.1,36.5,8,T50_v1p1_t_8mm
96.24489796,4.229032258,50,1.1,36.5,8,T50_v1p1_t_8mm
100.6530612,4.141935484,50,1.1,36.5,8,T50_v1p1_t_8mm
104.3265306,4.05483871,50,1.1,36.5,8,T50_v1p1_t_8mm
108,3.996774194,50,1.1,36.5,8,T50_v1p1_t_8mm
111.6734694,3.938709677,50,1.1,36.5,8,T50_v1p1_t_8mm
115.3469388,3.880645161,50,1.1,36.5,8,T50_v1p1_t_8mm
118.2857143,3.803225806,50,1.1,36.5,8,T50_v1p1_t_8mm
121.9591837,3.75483871,50,1.1,36.5,8,T50_v1p1_t_8mm
124.8979592,3.696774194,50,1.1,36.5,8,T50_v1p1_t_8mm
128.5714286,3.619354839,50,1.1,36.5,8,T50_v1p1_t_8mm
132.9795918,3.522580645,50,1.1,36.5,8,T50_v1p1_t_8mm
140.3265306,3.45483871,50,1.1,36.5,8,T50_v1p1_t_8mm
144,3.358064516,50,1.1,36.5,8,T50_v1p1_t_8mm
149.1428571,3.280645161,50,1.1,36.5,8,T50_v1p1_t_8mm
152.0816327,3.222580645,50,1.1,36.5,8,T50_v1p1_t_8mm
157.2244898,3.125806452,50,1.1,36.5,8,T50_v1p1_t_8mm
162.3673469,3.067741935,50,1.1,36.5,8,T50_v1p1_t_8mm
166.0408163,3.019354839,50,1.1,36.5,8,T50_v1p1_t_8mm
172.6530612,2.883870968,50,1.1,36.5,8,T50_v1p1_t_8mm
177.0612245,2.835483871,50,1.1,36.5,8,T50_v1p1_t_8mm
182.2040816,2.738709677,50,1.1,36.5,8,T50_v1p1_t_8mm
185.877551,2.680645161,50,1.1,36.5,8,T50_v1p1_t_8mm
193.2244898,2.583870968,50,1.1,36.5,8,T50_v1p1_t_8mm
197.6326531,2.535483871,50,1.1,36.5,8,T50_v1p1_t_8mm
201.3061224,2.467741935,50,1.1,36.5,8,T50_v1p1_t_8mm
204.9795918,2.4,50,1.1,36.5,8,T50_v1p1_t_8mm
212.3265306,2.312903226,50,1.1,36.5,8,T50_v1p1_t_8mm
216.7346939,2.25483871,50,1.1,36.5,8,T50_v1p1_t_8mm
221.1428571,2.177419355,50,1.1,36.5,8,T50_v1p1_t_8mm
225.5510204,2.119354839,50,1.1,36.5,8,T50_v1p1_t_8mm
230.6938776,2.051612903,50,1.1,36.5,8,T50_v1p1_t_8mm
239.5102041,1.964516129,50,1.1,36.5,8,T50_v1p1_t_8mm
244.6530612,1.858064516,50,1.1,36.5,8,T50_v1p1_t_8mm
251.2653061,1.809677419,50,1.1,36.5,8,T50_v1p1_t_8mm
256.4081633,1.751612903,50,1.1,36.5,8,T50_v1p1_t_8mm
260.8163265,1.703225806,50,1.1,36.5,8,T50_v1p1_t_8mm
266.6938776,1.616129032,50,1.1,36.5,8,T50_v1p1_t_8mm
271.8367347,1.577419355,50,1.1,36.5,8,T50_v1p1_t_8mm
275.5102041,1.538709677,50,1.1,36.5,8,T50_v1p1_t_8mm
280.6530612,1.519354839,50,1.1,36.5,8,T50_v1p1_t_8mm
282.8571429,1.470967742,50,1.1,36.5,8,T50_v1p1_t_8mm
288,1.403225806,50,1.1,36.5,8,T50_v1p1_t_8mm
293.1428571,1.35483871,50,1.1,36.5,8,T50_v1p1_t_8mm
299.0204082,1.296774194,50,1.1,36.5,8,T50_v1p1_t_8mm
307.8367347,1.219354839,50,1.1,36.5,8,T50_v1p1_t_8mm
313.7142857,1.209677419,50,1.1,36.5,8,T50_v1p1_t_8mm
319.5918367,1.151612903,50,1.1,36.5,8,T50_v1p1_t_8mm
323.2653061,1.112903226,50,1.1,36.5,8,T50_v1p1_t_8mm
329.1428571,1.064516129,50,1.1,36.5,8,T50_v1p1_t_8mm
335.0204082,1.006451613,50,1.1,36.5,8,T50_v1p1_t_8mm
340.8979592,0.967741935,50,1.1,36.5,8,T50_v1p1_t_8mm
347.5102041,0.929032258,50,1.1,36.5,8,T50_v1p1_t_8mm
357.0612245,0.880645161,50,1.1,36.5,8,T50_v1p1_t_8mm
361.4693878,0.832258065,50,1.1,36.5,8,T50_v1p1_t_8mm
368.0816327,0.793548387,50,1.1,36.5,8,T50_v1p1_t_8mm
374.6938776,0.75483871,50,1.1,36.5,8,T50_v1p1_t_8mm
380.5714286,0.725806452,50,1.1,36.5,8,T50_v1p1_t_8mm
389.3877551,0.687096774,50,1.1,36.5,8,T50_v1p1_t_8mm
396,0.658064516,50,1.1,36.5,8,T50_v1p1_t_8mm
399.6734694,0.638709677,50,1.1,36.5,8,T50_v1p1_t_8mm
404.8163265,0.658064516,50,1.1,36.5,8,T50_v1p1_t_8mm
408.4897959,0.6,50,1.1,36.5,8,T50_v1p1_t_8mm
414.3673469,0.580645161,50,1.1,36.5,8,T50_v1p1_t_8mm
420.244898,0.551612903,50,1.1,36.5,8,T50_v1p1_t_8mm
426.8571429,0.522580645,50,1.1,36.5,8,T50_v1p1_t_8mm
434.9387755,0.503225806,50,1.1,36.5,8,T50_v1p1_t_8mm
440.8163265,0.483870968,50,1.1,36.5,8,T50_v1p1_t_8mm
448.8979592,0.45483871,50,1.1,36.5,8,T50_v1p1_t_8mm
455.5102041,0.45483871,50,1.1,36.5,8,T50_v1p1_t_8mm
461.3877551,0.425806452,50,1.1,36.5,8,T50_v1p1_t_8mm
468.7346939,0.396774194,50,1.1,36.5,8,T50_v1p1_t_8mm
474.6122449,0.396774194,50,1.1,36.5,8,T50_v1p1_t_8mm
479.755102,0.396774194,50,1.1,36.5,8,T50_v1p1_t_8mm
484.1632653,0.377419355,50,1.1,36.5,8,T50_v1p1_t_8mm
489.3061224,0.377419355,50,1.1,36.5,8,T50_v1p1_t_8mm
495.1836735,0.377419355,50,1.1,36.5,8,T50_v1p1_t_8mm
505.4693878,0.367741935,50,1.1,36.5,8,T50_v1p1_t_8mm
509.877551,0.358064516,50,1.1,36.5,8,T50_v1p1_t_8mm
514.2857143,0.338709677,50,1.1,36.5,8,T50_v1p1_t_8mm
517.9591837,0.329032258,50,1.1,36.5,8,T50_v1p1_t_8mm
527.5102041,0.329032258,50,1.1,36.5,8,T50_v1p1_t_8mm
535.5918367,0.329032258,50,1.1,36.5,8,T50_v1p1_t_8mm
537.7959184,0.3,50,1.1,36.5,8,T50_v1p1_t_8mm
